Record Length,2500,Points,0.0,118.8000E-3,
Sample Interval,4.00000E-3,s,4.00000E-3,118.8000E-3,
Trigger Point,0.0,Samples,8.000000E-3,118.8000E-3,
,,,12.0000E-3,118.8000E-3,
,,,16.0000E-3,118.8000E-3,
,,,20.0000E-3,118.8000E-3,
Source,CH1,,24.00000E-3,118.8000E-3,
Vertical Units,Volts,,28.00000E-3,118.8000E-3,
Vertical Scale,10.00000E-3,,32.00000E-3,118.8000E-3,
Vertical Offset,0,,36.00000E-3,118.8000E-3,
Horizontal Units,s,,40.00000E-3,118.8000E-3,
Horizontal Scale,1.0000,,44.00000E-3,118.8000E-3,
Pt Fmt,Y,,48.00000E-3,118.8000E-3,
Yzero,-17.0000,,52.00000E-3,118.8000E-3,
Probe Atten,10.0000,,56.000002E-3,118.8000E-3,
,,,60.000002E-3,118.8000E-3,
Note,TDS 1002C-EDU - 4:23:09 PM   6/18/2013,,64.000003E-3,118.8000E-3,
,,,68.000004E-3,118.8000E-3,
,,,72.000004E-3,118.8000E-3,
,,,76.000005E-3,118.8000E-3,
,,,80.000006E-3,118.8000E-3,
,,,84.000006E-3,118.8000E-3,
,,,88.000007E-3,118.8000E-3,
,,,92.000008E-3,118.8000E-3,
,,,96.000001E-3,118.8000E-3,
,,,100.0000E-3,118.8000E-3,
,,,104.0000E-3,118.8000E-3,
,,,108.0000E-3,118.8000E-3,
,,,112.0000E-3,118.8000E-3,
,,,116.0000E-3,118.8000E-3,
,,,120.0000E-3,118.8000E-3,
,,,124.0000E-3,118.8000E-3,
,,,128.0000E-3,118.8000E-3,
,,,132.0000E-3,118.8000E-3,
,,,136.0000E-3,118.8000E-3,
,,,140.0000E-3,118.8000E-3,
,,,144.0000E-3,118.8000E-3,
,,,148.0000E-3,118.8000E-3,
,,,152.00001E-3,118.8000E-3,
,,,156.00000E-3,118.8000E-3,
,,,160.00001E-3,118.8000E-3,
,,,164.00000E-3,118.8000E-3,
,,,168.00001E-3,118.8000E-3,
,,,172.00001E-3,118.8000E-3,
,,,176.00001E-3,118.8000E-3,
,,,180.00001E-3,118.8000E-3,
,,,184.00002E-3,118.8000E-3,
,,,188.00001E-3,118.8000E-3,
,,,192.00000E-3,118.8000E-3,
,,,196.00001E-3,118.8000E-3,
,,,200.00000E-3,118.8000E-3,
,,,204.00001E-3,118.8000E-3,
,,,208.00000E-3,118.8000E-3,
